node_id,x,y,poi_name,poi_type,poi_address
0,116.33102365554642,39.98244378819501,中国科学院物理研究所,科教文化服务;科研机构;科研机构,中关村南三街8号L楼
1,116.30890792307692,40.01584414102564,室外网球场,体育休闲服务;运动场馆;网球场,二河开21号艺术区西侧
2,116.30647159541984,40.01379650381679,圆明园遗址公园,风景名胜;风景名胜;国家级景点,清华西路28号
3,116.32166610714286,40.00306914285714,清华大学,科教文化服务;学校;高等院校,双清路30号
4,116.30707631331302,39.983545729573166,中关村创业大街,购物服务;特色商业街;特色商业街,海淀大街34号(万泉河桥地铁站C东南口步行420米)
5,116.31335250370364,39.979667166666665,互联网金融中心,商务住宅;楼宇;商务写字楼,丹棱街1号(海淀黄庄地铁站A2西北口步行360米)
6,116.310998486785,39.976427874358976,时代网络大厦,商务住宅;楼宇;商务写字楼,海淀南路19号(苏州街地铁站B东北口步行300米)
7,116.31256292307692,40.00904869230769,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
8,116.3091411283333,39.99671109333333,北京大学,科教文化服务;学校;高等院校,颐和园路5号
9,116.19911758571428,39.99429165238095,煤厂街27号院,商务住宅;住宅区;住宅小区,煤厂街27号
10,116.33020460357145,40.06969835,天时公寓,商务住宅;商务住宅相关;商务住宅相关,同成街34号
11,116.3139654375,40.0317700625,上地实验小学,科教文化服务;学校;小学,上地东里五区内
12,116.31195057894736,40.01214742105263,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
13,116.32761951515154,39.9686423030303,北京一零一中双榆树校区,科教文化服务;学校;中学,双榆树东里35号
14,116.34770802380956,39.9395248047619,德宝饭店,住宿服务;宾馆酒店;四星级宾馆,西直门外大街德宝新园22号楼
15,116.31836432,39.99963986,清华大学,科教文化服务;学校;高等院校,双清路30号
16,116.31609625,40.00572625,清华大学,科教文化服务;学校;高等院校,双清路30号
17,116.31792441428571,39.99113437142857,北京大学化学与分子工程学院,科教文化服务;学校;高等院校,颐和园路5号北京大学(北京大学东门地铁站C东南口步行50米)
18,116.31880691703702,39.97498626518519,和盛大厦,商务住宅;楼宇;商务写字楼,中关村大街32号(海淀黄庄地铁站C1东南口步行170米)
19,116.3168271,40.0090801,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
20,116.30930427511738,39.98917788967136,北京大学,科教文化服务;学校;高等院校,颐和园路5号
21,116.30712205891568,39.968706081044175,中国人民大学中关村校区西区食堂,餐饮服务;中餐厅;中餐厅,中关村大街59号中国人民大学中关村校区
22,116.31801011428573,40.004790928571424,清华大学,科教文化服务;学校;高等院校,双清路30号
23,116.3221246,39.9913058,中国科学院化学研究所,科教文化服务;科研机构;科研机构,中关村北一街2号
24,116.34164585714286,40.07583228571429,回龙观体育文化公园南区,风景名胜;公园广场;公园,文华路与龙腾街交叉口西北角
25,116.35213762940832,39.98557058248389,北京航空航天大学学院路校区世宁大厦,商务住宅;楼宇;商务写字楼,学院路35号(学院桥地铁站C2口步行200米)
26,116.34721033333334,39.98952333333333,盛地写字楼,商务住宅;楼宇;商务写字楼,学院路29号
27,116.43960533333332,39.96138091666666,国展商务中心,商务住宅;楼宇;商务写字楼,西坝河中街与七圣南路交叉口东40米
28,116.32424240175438,39.98055619122807,中国科学院东南小区,商务住宅;住宅区;住宅小区,中关村923号(知春里地铁站A西北口步行460米)
29,116.3436845,39.978329333333335,大运村公寓,商务住宅;住宅区;宿舍,知春路29号(知春路地铁站F东北口步行90米)
30,116.34647763946668,39.981070464,北京航空航天大学(学院路本部校区),科教文化服务;学校;高等院校,学院路37号
31,116.36135857142855,39.95925521428571,北京师范大学,科教文化服务;学校;高等院校,北京市北太平庄街道新街口外大街19号
32,116.35666584210529,39.95761445263158,中商信大厦,商务住宅;楼宇;商务写字楼,学院南路34号
33,116.3215632293578,40.01107094495413,清华大学西北社区,商务住宅;住宅区;住宅小区,双清路30号清华大学
34,116.3194910157754,40.007913817112296,清华大学附属中学,科教文化服务;学校;中学,中关村大街清华大学北侧
35,116.3345201333334,39.98024893333334,怡升园商务公寓,商务住宅;住宅区;住宅小区,中关村甲331号
36,116.30413544285716,39.932589542857144,七贤村小区8号楼,地名地址信息;门牌信息;楼栋号,西三环花园桥西七贤村路(花园桥地铁站A西北口步行170米)
37,116.3209395,40.013374666666664,厢白旗甲1号院,商务住宅;住宅区;住宅小区,厢白旗甲1号
38,116.33453414285714,39.98249557142857,中科院中关村小区,商务住宅;住宅区;住宅小区,中关村东路80号
39,116.32175614285714,40.015775142857144,褐石园小区,商务住宅;住宅区;住宅小区,中关村北大街圆明园东门对面
40,116.34299484415584,39.97440945670996,碧兴园小区,商务住宅;住宅区;住宅小区,知春路地铁站G1东南口步行390米
41,116.2995074104762,39.984433015238096,万泉河桥(地铁站),交通设施服务;地铁站;地铁站,16号线
42,113.553056,22.162304862068964,,,
43,116.3166466837607,39.988445145299146,北京大学,科教文化服务;学校;高等院校,颐和园路5号
44,116.31903527272726,39.99746790909091,清华大学,科教文化服务;学校;高等院校,双清路30号
45,116.32114795555556,39.98485591111111,科育社区,商务住宅;住宅区;住宅小区,中关村南路
46,116.33043061428572,39.99713594285714,清华大学李兆基科技大楼,地名地址信息;门牌信息;楼栋号,双清路30号
47,116.32329975,39.98483059,科育社区,商务住宅;住宅区;住宅小区,中关村南路
48,116.32495045384616,39.9913463,中科科仪大厦,商务住宅;楼宇;商务写字楼,中关村北二条13号
49,116.32521181159422,39.98495854637681,融科资讯中心A座,购物服务;商场;购物中心,科学院南路2号
50,116.31550690476186,39.98454123809524,鼎好DH3大厦,商务住宅;楼宇;商务写字楼,海淀大街3号(中关村地铁站A1西北口步行200米)
51,116.365869,39.945342,新街口西里,商务住宅;住宅区;住宅小区,东新开胡同附近
52,116.38365839285714,39.86391100714286,北京市第十二中学南站学校,科教文化服务;科教文化场所;科教文化场所,洋桥北里5号
53,116.3470888,39.9227037125,外经贸大厦,商务住宅;楼宇;商务写字楼,阜成门外大街22号
54,116.37757516,39.88777732,瀛美医疗美容,医疗保健服务;专科医院;整形美容,菜市口地铁站F东北口步行410米
55,116.38060438333332,39.860195233333336,洋桥北里小区,商务住宅;住宅区;住宅小区,西罗园
56,116.38617386774192,39.865415741935486,马家堡路23号院,商务住宅;住宅区;住宅小区,马家堡路23号
57,116.39375362,39.86281662,悠胜美苑,商务住宅;住宅区;住宅小区,管村32号院8号
58,116.383910775,39.86514745,四路通17号院地面停车场,交通设施服务;停车场;公共停车场,四路通17号院
59,116.39316428,39.86385062,永外城商务楼,商务住宅;楼宇;商务写字楼,西罗园北路与革新中路交叉口东北40米
60,116.4219285095238,39.90258425,北京站,交通设施服务;火车站;火车站,毛家湾胡同甲13号
61,116.339685,39.98470122222222,京张铁路遗址公园一期南段,风景名胜;公园广场;公园,知春路至北四环
62,116.34305230416668,39.967163291666665,1733商业空间,商务住宅;楼宇;商务写字楼,北三环西路8-13号(地铁12号线大钟寺站D口)
63,116.28286712857144,39.95621475714285,远大路22号院西院,商务住宅;住宅区;住宅小区,远大路22号
64,116.3243258306011,40.03912824590165,,,
65,116.395638,39.8904134,天桥街道学雷锋志愿服务主题公园,风景名胜;公园广场;公园,校尉营胡同16号(珠市口地铁站D西南口步行140米)
66,116.333647,40.03654942857143,小营西路23号院,商务住宅;住宅区;住宅小区,小营西路23号
67,116.3200435,40.056559125,北京外国语大学附属外国语学校,科教文化服务;学校;中学,西二旗大街19号
68,116.5661837,40.06436757,中国国际航空公司(天柱路),公司企业;公司;公司,天竺空港经济开发区天柱路三十号国航大厦
69,116.34519333333331,39.98513641666667,北京航空航天大学(学院路本部校区),科教文化服务;学校;高等院校,学院路37号
70,116.39395,39.988882571428576,奥林匹克公园中心区,风景名胜;公园广场;公园,科荟路33号
71,116.33634675,40.06329575,龙乡小区中区,商务住宅;住宅区;住宅小区,回龙观
72,116.4913296,39.9771638,恒通国际商务园,商务住宅;产业园区;产业园区,酒仙桥路10号
73,116.319917625,39.984772041666666,科春社区,商务住宅;住宅区;住宅小区,中关村南一街11-5号(中关村地铁站C3东南口步行370米)
74,116.63724966666668,40.17148477777778,北京市威凯汽车服务有限责任公司,汽车服务;汽车服务相关;汽车服务相关,秦武姚村与白马路交叉口路北
75,116.319036375,39.919810625,玉渊潭公园,风景名胜;风景名胜;国家级景点,西三环中路10号
76,116.31135362857142,39.9226349,华融大厦,住宿服务;宾馆酒店;四星级宾馆,阜成路18号
77,116.2970115333333,39.973617266666665,万泉新新家园,商务住宅;住宅区;住宅小区,巴沟南路35号(巴沟地铁站C3口步行450米)
78,116.30015375277776,39.973981036111105,万泉新新家园,商务住宅;住宅区;住宅小区,巴沟南路35号(巴沟地铁站C3口步行450米)
79,115.89473934482758,40.377282379310344,零三二六洗车工厂,汽车服务;洗车场;洗车场,庄祥街与汇通路交叉口南60米
80,115.90245965789477,40.37181760526316,康恒兴商厦,商务住宅;楼宇;商务写字楼,兴隆南街2号
81,115.79010927272726,40.44484136363637,,,
82,115.89545572,40.38504916,,,
83,116.30211026064072,39.97740424225782,稻香园南社区,商务住宅;住宅区;住宅小区,万泉河路辅路
84,116.23548921428572,39.89061021428572,北京京城新能源有限公司,公司企业;公司;公司,吴家村路57号(石景山同心医院旁边)
85,116.30856633333332,40.03603233333334,金隅嘉华大厦,商务住宅;楼宇;商务写字楼,上地三街9号
86,116.39074680000002,39.8631151,西罗园四社区,商务住宅;住宅区;住宅小区,马家堡东路四路通西罗园
87,115.89864841666667,40.3710065,北京邮电大学世纪学院,科教文化服务;学校;高等院校,康庄镇西官路
88,116.6343536,40.099676,北汽股份有限公司,公司企业;知名企业;知名企业,仁和双河大街99号
89,116.73264873809524,39.534177904761904,国际花园,商务住宅;住宅区;住宅区,爱民东道152号
90,116.3222896,40.0534436,,,
91,116.128129,40.21168584,华彬生态园,体育休闲服务;休闲场所;休闲场所|商务住宅;产业园区;产业园区|风景名胜;风景名胜;风景名胜,温南路北市华彬高尔夫俱乐部
92,116.30153540476192,39.98946981904762,芙蓉里小区西区,商务住宅;住宅区;住宅小区,万泉河路出口与万泉河路交叉口东140米
93,116.30426212,39.98965055,海淀体育中心,体育休闲服务;运动场馆;综合体育馆,颐和园路12号
94,116.321757,40.055248142857145,安宁庄路11号院,商务住宅;住宅区;住宅小区,西二旗大街
95,116.4037876923077,39.85092230769231,尚春园温州海鲜,餐饮服务;中餐厅;海鲜酒楼,木樨园大红门路(原木樨园才华长途汽车站)
96,116.3225422,39.9975232,清华大学胜因院,商务住宅;住宅区;宿舍,双清路30号清华大学
97,116.31418533333331,39.984019555555555,鼎好DH3大厦,商务住宅;楼宇;商务写字楼,海淀大街3号(中关村地铁站A1西北口步行200米)
98,115.96909714285714,40.45729742857143,康安小区(延康路),商务住宅;住宅区;住宅小区,延庆镇
99,116.30084651578947,40.05046968947369,百度大厦,商务住宅;楼宇;商务写字楼,上地十街10号
100,116.16817625,40.186270125,北京市昌平区亭自庄学校,科教文化服务;学校;中学,北小营村804号
101,116.52135563157894,40.028910631578945,香江花园别墅,商务住宅;住宅区;别墅,京顺路香江北路1号
102,116.4443214,39.9841306,玫瑰里,餐饮服务;中餐厅;中餐厅|购物服务;购物相关场所;购物相关场所,太阳宫北街2号院1号楼
103,116.666169,40.360550304347825,怀柔·雁栖精神文明建设主题公园,风景名胜;公园广场;公园,京加路与工业小区路交叉口南160米
104,117.13855244444444,40.17061533333333,,,
105,116.28704357142858,40.08823828571428,,,
106,116.633801625,40.100808875,北京市产品质量监督检验研究院,政府机构及社会团体;公检法机构;公证鉴定机构,顺兴路9号
107,116.33105749166664,40.005298529166666,清华大学篮球场,体育休闲服务;运动场馆;篮球场馆,新民路与至善路交叉口东南160米
108,116.30796083333333,40.021289,树村郊野公园,风景名胜;公园广场;公园,树村路农大南路交汇处东
109,116.68261482352942,40.3683795882353,东明兴业科技股份有限公司,公司企业;公司;公司,雁栖开发区东明二期杨雁路5号院
110,116.23286757142856,40.074792,永丰航空材料园,商务住宅;产业园区;产业园区,西北旺北清路永翔北路7号
111,116.18933076923076,39.93796384615385,北京天山新材料技术有限公司,公司企业;公司;公司,石景山八大处高科技园区双园路5号
112,116.1931624,39.9365818,石景山区市场监督管理局,政府机构及社会团体;政府机关;区县级政府及事业单位|政府机构及社会团体;工商税务机构;工商部门,实兴大街64号
113,116.14018225,39.811725,山语城一区,商务住宅;住宅区;住宅小区,王佐路与南宫滨河路交叉口西北400米
114,116.5609065625,40.068690875,新世家中心,商务住宅;楼宇;商务写字楼,天柱路27号
115,116.32118691468254,39.98169166269841,科育社区,商务住宅;住宅区;住宅小区,中关村南路
116,116.29675784745764,40.0134918700565,圆明园遗址公园,风景名胜;风景名胜;国家级景点,清华西路28号
117,116.3023286,40.015571933333334,,,
118,116.30293931449276,39.98111367246377,富力写字楼,商务住宅;楼宇;商务写字楼,港沟路15号
119,116.30155489230768,39.979751430769234,稻香园南社区,商务住宅;住宅区;住宅小区,万泉河路辅路
120,116.3171666923077,39.97205707692308,中国人民大学中关村校区图书馆,科教文化服务;图书馆;图书馆,中关村大街59中国人民大学
121,116.36244155555556,40.030231666666666,,,
122,116.360054875,40.03031475,清缘东里小区,商务住宅;住宅区;住宅小区,龙岗路48号
123,116.312013,40.004805,凤麟洲,风景名胜;风景名胜相关;旅游景点,清华西路28号圆明园遗址公园内(东侧)
124,116.3216367333334,39.97953266666666,中关村943小区,商务住宅;住宅区;住宅小区,中关村南路与中关村南一街交叉口东南140米
125,116.31854568039218,39.98001078039216,中国科学院黄庄小区,商务住宅;住宅区;住宅小区,中关村818号(海淀黄庄地铁站A2西北口步行220米)
126,116.3091561125,39.9985191625,北京大学,科教文化服务;学校;高等院校,颐和园路5号
127,116.309470047619,39.992824904761896,北京大学沙特国王图书馆,科教文化服务;图书馆;图书馆,颐和园路5号北京大学
128,116.3126096,39.9986448,成府路北河沿小区,商务住宅;住宅区;住宅小区,清华西门外(圆明园地铁站B东北口步行190米)
129,116.3134989944445,39.970529427777784,中国人民大学中关村校区博物馆,科教文化服务;博物馆;博物馆,中关村大街59号
130,116.3030082,40.0148074,圆明园遗址公园,风景名胜;风景名胜;国家级景点,清华西路28号
131,116.307176,39.93775957142857,首都师范大学北一区,科教文化服务;科教文化场所;科教文化场所,西三环北路83号
132,116.36296,39.93926973333335,北京华康欣和建筑工程有限责任公司(后半壁街),公司企业;公司;建筑公司,西内后半壁街11号
133,116.1378822857143,23.43487914285714,兴利变压器厂,公司企业;工厂;工厂,棉湖镇工业区
134,116.336158,39.98182114285714,空间社区居民委员会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,中关村街道
135,116.79955316666668,40.54172941666666,桃源仙谷自然风景区,风景名胜;风景名胜;国家级景点,石城镇南石城村
136,116.79535446666668,40.542483866666664,桃源仙谷自然风景区,风景名胜;风景名胜;国家级景点,石城镇南石城村
137,116.43869916666668,39.95944766666667,柳芳北里东区,商务住宅;住宅区;住宅小区,柳芳街
138,116.3049435703704,39.98827165,畅春园·畅饷里,购物服务;特色商业街;特色商业街,颐和园路8号(海淀桥北)
139,116.34361026,39.985083380000006,北京航空航天大学(学院路本部校区),科教文化服务;学校;高等院校,学院路37号
140,116.3478897933334,39.97603651333334,国家卫生健康委员会知春路办公区,政府机构及社会团体;政府机关;国家级机关及事业单位,知春路14号(知春路地铁站G1东南口步行490米)
141,116.37278657142858,40.000508857142854,南沙滩和谐小区,商务住宅;住宅区;住宅小区,南沙滩(北沙滩地铁站C东南口步行190米)
142,116.09822918181818,40.063463000000006,北京鹫峰国家森林公园,风景名胜;风景名胜;风景名胜,苏家坨镇北安河村西
143,116.34645733333336,39.90988811111111,铁道部老干部活动中心,体育休闲服务;休闲场所;休闲场所,二七剧场路甲6号
144,116.41600584814816,39.95956555185185,国家煤矿安全监察局,政府机构及社会团体;政府机关;政府机关相关,和平里北街21号(和平里北街地铁站A2西北口步行240米)
145,116.30928242857144,39.885432571428574,八一电影制片厂,科教文化服务;传媒机构;出版社,六里桥北里甲1号
146,116.0652026923077,39.82716776923077,,,
147,116.345819,39.9204478,月坛北小街7号院,商务住宅;住宅区;住宅小区,月坛北小街7号
148,116.39388712857144,39.967865471428574,安华桥(地铁站),交通设施服务;地铁站;地铁站,12号线8号线
149,116.3463872,39.9060872,中国广播电视音像资料馆大厦,商务住宅;楼宇;商务写字楼,真武庙路二条9号
150,116.32618270181818,40.079144174545455,汇佳幼儿园新一园,科教文化服务;学校;幼儿园,回龙观街道风雅园三区14号楼汇佳幼儿园新一园
151,116.3057317238095,39.96729792380952,万泉庄小区,商务住宅;住宅区;住宅小区,苏州街万泉河路
152,116.29577324,39.983244639999995,万柳高尔夫俱乐部,体育休闲服务;高尔夫相关;高尔夫球场,北四环西路76号
153,116.31831387777784,39.96711610000002,友谊社区,商务住宅;住宅区;住宅小区,北三环西路47号
154,116.31183832727272,39.92001676060606,钓鱼台山庄,商务住宅;住宅区;别墅|体育休闲服务;体育休闲服务场所;体育休闲服务场所,西三环中路8号(近玉渊潭公园西门)
155,116.30192764,39.96361132,光大花园,商务住宅;住宅区;住宅小区,泉宗路2号
156,116.3082198,39.98673208,北京大学,科教文化服务;学校;高等院校,颐和园路5号
157,116.30606863333334,39.990608916666666,北京大学,科教文化服务;学校;高等院校,颐和园路5号
158,116.40971494285714,39.9870699,安苑北里小区,商务住宅;住宅区;住宅小区,亚运村奥体东门附近
159,116.31708735208338,39.95500245624999,北京外国语大学东校区,科教文化服务;学校;高等院校,西三环北路2号院
160,116.19735120933332,39.995045864,煤厂街27号院西区,商务住宅;住宅区;住宅小区,煤厂街与枫林路交叉口东80米
161,116.18786126,39.91074628,首钢古南居民区,商务住宅;住宅区;住宅小区,古城南路10号
162,116.31686164,39.964164499999995,北京友谊宾馆,住宿服务;宾馆酒店;五星级宾馆|餐饮服务;餐饮相关场所;餐饮相关,中关村南大街1号(人民大学地铁站D西南口步行170米)
163,116.325862,39.9789794,北京市中关村中学,科教文化服务;学校;中学,科学院南路甲14号(知春里地铁站A西北口步行330米)
164,116.3137939108772,40.069807901052634,金域华府东区,商务住宅;住宅区;住宅小区,龙域北街1号院尚华家园附近
165,116.3060884,40.069785,融泽嘉园中1号院,商务住宅;住宅区;住宅小区,龙域中路1号
166,116.33275199259256,39.96940755185185,一航青云,公司企业;公司;公司,双榆树(联想桥西北)
167,116.32822096041669,40.07297804166666,北京市昌平第二实验小学西校区,科教文化服务;学校;小学,回龙观龙泽苑东区
168,116.32728875,40.0773885,龙华园社区,商务住宅;住宅区;住宅小区,回龙观
169,116.1978366,39.9736014,北京西山国家森林公园,风景名胜;风景名胜;省级景点,闵庄路与香山南路交叉口西100米
170,116.3169022,39.9799986,中国科学院黄庄小区,商务住宅;住宅区;住宅小区,中关村818号(海淀黄庄地铁站A2西北口步行220米)
171,116.30659696666672,39.97499273333333,海淀南路社区倒座庙8号院,商务住宅;住宅区;住宅小区,海淀南路与倒座庙北路交叉口南140米
172,116.41797766666669,39.92292988888889,红都一商华表商场,购物服务;商场;商场|购物服务;综合市场;综合市场,东四南大街48号(东四地铁站C东南口步行170米)
173,116.35155733333332,39.98369772222222,北京航空航天大学学院路校区主楼广场,风景名胜;公园广场;城市广场,学院路37号北京航空航天大学主楼附近
174,116.24443679166669,39.90754270833333,壳牌加油站,汽车服务;加油站;壳牌,玉泉西街甲11号
175,116.29814888251748,39.99075530815851,中关村国际创新中心,科教文化服务;会展中心;会展中心,新建宫门路1号
176,116.4118978,39.923538,北京华侨大厦睿世酒店,住宿服务;宾馆酒店;五星级宾馆,王府井大街2号(中国美术馆地铁站D2西南口步行160米)
177,116.41877641666667,39.924610916666666,汉庭酒店(北京东四路口店),住宿服务;宾馆酒店;经济型连锁酒店,朝阳门内大街271号(东四地铁站C东南口步行180米)
178,116.3586022,39.9858118,北京大学(学院路校区),科教文化服务;学校;高等院校,学院路38号
179,116.36017515384614,39.99016261538462,北京科技大学运动场,体育休闲服务;运动场馆;运动场所,学院路30号北京科技大学
180,116.3002806,39.9881329375,芙蓉里小区,商务住宅;住宅区;住宅小区,芙蓉北路
181,116.37934364880952,40.00016364880952,京辰大厦,商务住宅;楼宇;商务写字楼,科学园南里中街南沙滩甲1号
182,116.37497790909092,40.000154,中和家园,商务住宅;住宅区;住宅小区,北沙滩5-8号楼
183,116.389787,39.937333375,什刹海街道前海社区,地名地址信息;普通地名;村庄级地名,西城区
184,116.40864966666668,40.03052183333333,奥森羽毛球篮球馆,体育休闲服务;运动场馆;羽毛球场|体育休闲服务;运动场馆;篮球场馆,清林路奥森公园北园北门
185,116.31497816666666,39.97131916666667,中国人民大学中关村校区国学馆,科教文化服务;科教文化场所;科教文化场所,中关村大街59号中国人民大学校内
186,116.3125902466666,39.97116044666666,中国人民大学中关村校区生态环境学院,科教文化服务;学校;高等院校,中关村大街59号中国人民大学校内
187,125.2889581891892,43.847207027027025,晨光花园,商务住宅;住宅区;住宅小区,前进大街3号
188,116.350688,39.945815,永泰嘉盛写字楼,商务住宅;楼宇;商务写字楼,交大东路62号
189,120.35129434375,30.3174841875,杭州消防主题公园,风景名胜;公园广场;公园,学林街文泽路(近福雷德广场)
190,116.48733499912584,39.86531451714222,林达海渔广场,商务住宅;产业园区;产业园区,东四环南路53号
191,116.32025074074087,39.973520851851845,知春里西社区,商务住宅;住宅区;住宅小区,双榆树北路与双榆树北里六条交叉口西北120米
192,113.7230296,23.0134782,河畔新苑,商务住宅;住宅区;住宅小区,胜利赵屋东3号
193,116.40474255555556,40.051613,东小口森林公园二期北区,风景名胜;风景名胜;风景名胜,东小口
194,116.27754439999998,39.913095,可以艺术馆,科教文化服务;展览馆;展览馆,复兴路69号万达广场六层
195,116.34723238888884,39.94080366666667,德宝新园,商务住宅;住宅区;住宅小区,西外大街德宝饭店后面
196,116.3037576466668,39.99422232666668,北京大学畅春园东院,商务住宅;住宅区;住宅小区,芙蓉北路北大西门南侧200米畅春园
197,116.3256422533334,39.97985025333334,中关村派出所,政府机构及社会团体;公检法机构;公安警察,中关村南三街甲15号
198,116.48950227999998,39.86668762,北京欢乐谷,体育休闲服务;休闲场所;游乐场,东四环小武基北路
199,116.488577575,39.86761079166667,北京欢乐谷,体育休闲服务;休闲场所;游乐场,东四环小武基北路
200,116.38782438888887,39.93691027777778,毡子胡同7号院,商务住宅;住宅区;住宅小区,毡子胡同7号(北海北地铁站B东北口步行360米)
201,116.3236324,40.0703278,新龙城,商务住宅;住宅区;住宅小区,南店北路与万润家园东路交叉口东140米
202,-122.14193371428571,47.63257928571429,,,
203,-122.1368064,47.6293503,,,
204,116.40325016666668,39.957998333333336,黄寺大街2号院,商务住宅;住宅区;住宅小区,黄寺大街2号
205,116.4005284353963,40.05237382736156,,,
206,116.353786,40.0691604,北京收乐吧停车场管理有限公司,公司企业;公司;公司,黄平路28号
207,116.331348,40.002227,清华大学,科教文化服务;学校;高等院校,双清路30号
208,116.39603976666668,39.93229593333333,米粮库社区,商务住宅;住宅区;住宅小区,地安门内大街与慈慧胡同交叉口西100米
209,116.3261596948718,40.085640991794875,云趣园一区,商务住宅;住宅区;住宅小区,回龙观公交总站对面(育知路地铁站D西南口步行300米)
210,116.32247077777782,40.08354283333333,风雅园二区,商务住宅;住宅区;住宅小区,回龙观
211,116.31709914285716,40.075681714285714,北京龙华医院,医疗保健服务;医疗保健服务场所;医疗保健服务场所,回龙观西大街龙冠大厦北侧
212,116.32084003,40.08365456,风雅园二区,商务住宅;住宅区;住宅小区,回龙观
213,116.3160066,40.0782639125,慧华苑,商务住宅;住宅区;住宅小区,回龙观镇回龙观西大街龙冠大厦北侧
214,116.30501013953489,40.08830420930233,未来科学城(建设中),商务住宅;产业园区;产业园区,定泗路238号
215,116.29929342857145,40.08899414285714,龙城花园北二区,商务住宅;住宅区;别墅,昌平路301号
216,116.3043322,40.086985,未来科学城(建设中),商务住宅;产业园区;产业园区,定泗路238号
217,116.3177122,40.0077818,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
218,116.356313,39.97679810526316,北京联合大学应用文理学院,科教文化服务;学校;高等院校,北土城西路197号
219,116.29801561176473,39.93061984705883,北玲珑巷社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,玲珑苑小区3号楼二层
220,116.30160631,39.982446386666666,稻香园北社区,商务住宅;住宅区;住宅小区,北四环西路辅路(万泉河桥地铁站C东南口旁)
221,116.2983216,39.9937733,北京大学承泽园,商务住宅;住宅区;住宅小区,颐和园路5号北京大学校西门
222,116.3300754,39.98883665,中国科学院电工研究所,科教文化服务;科研机构;科研机构,中关村北二条6号
223,116.33000435833333,39.936574980555555,西苑饭店9号楼,住宿服务;宾馆酒店;宾馆酒店,三里河路1号西苑饭店
224,116.29931432,39.98096030666666,北京地铁运营三分公司万柳基地,公司企业;公司;公司,万柳巴沟路1号
225,116.30357826,39.930814299999994,首都师范大学,科教文化服务;学校;高等院校,西三环北路105号
226,116.47966328333332,39.94517053333333,朝阳公园,风景名胜;风景名胜;国家级景点,朝阳公园南路1号
227,116.29818926,39.9289423,海淀区玲珑苑小区,商务住宅;住宅区;住宅小区,玲珑一巷2号
228,116.3023103,39.9309437,首都师范大学,科教文化服务;学校;高等院校,西三环北路105号
229,116.29590294,39.99089796,海淀镇人民政府,政府机构及社会团体;政府机关;乡镇级政府及事业单位,新建宫门路与万泉河路辅路交叉口西260米
230,116.40489660833332,40.06465765833333,,,
231,116.3516774,39.9916694,中国地质大学,科教文化服务;学校;高等院校,学院路29号(学院桥地铁站A口步行250米)
232,116.4016692,40.004355,华馨公寓,商务住宅;住宅区;住宅小区,慧忠北里409号
233,116.405749,40.06321071428571,北京顺天通物业管理有限公司,公司企业;公司;公司,天通苑西二区19号楼10门附近
234,116.407734625,40.055678125,北京北小区,商务住宅;住宅区;住宅小区,天通苑南街道中滩村大街8号院
235,116.40688671428572,40.06591814285714,天通西苑一区,商务住宅;住宅区;住宅小区,天通苑南街道立汤路(天通苑南地铁站A南口步行240米)
236,116.3492215,39.86494183333333,,,
237,116.3939956,40.0080748,北京奥林匹克塔观景台,风景名胜;风景名胜;风景名胜,北京奥林匹克公园内北京奥林匹克塔南1门北侧紧邻科荟南路
238,116.40488011764708,40.06632438235294,太平郊野公园,风景名胜;公园广场;公园,东小口镇
239,108.952944,34.26117425,西安实验小学贤德校区(一年级学部),科教文化服务;学校;小学,集贤巷2(钟楼地铁站H口步行440米)
240,108.92679977777776,34.27009288888889,西安城墙·碑林历史文化景区,风景名胜;风景名胜;风景名胜,顺城巷27号(钟楼地铁站D口步行270米)
241,116.3967468222222,39.93506426666667,南锣鼓巷,风景名胜;风景名胜相关;旅游景点,交道口街道南大街(南锣鼓巷地铁站E西北口旁)
242,116.3289122166665,39.98617138888888,中国科学院力学研究所,科教文化服务;科研机构;科研机构,中国科学院(北京分院)
243,117.38708148148136,32.92386851851851,安徽省蚌埠第二实验中学教育集团兰凤路学校,科教文化服务;学校;学校,兰凤路与财院路交汇处
244,117.35856666666662,32.94634583333334,阳光水岸,商务住宅;住宅区;住宅小区,淮河巷8号
245,116.3169273000002,39.95906798,北京理工大学中关村校区中心教学楼,地名地址信息;门牌信息;楼栋号,中关村南大街5号
246,116.3238816,40.0067524,清华大学,科教文化服务;学校;高等院校,双清路30号
